Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Barbados,728571,541494,11467450,908511,2520792,2372476.39,1646774.59,2204434.49,2371348.27,2039118.36,2534348.39,3513491.29,2176825.59,1270600.45,1503545.36,855234.88,762573.38,694408.44,540950.37,645374.06,401249.09,646764.0,1023064.46
Estonia,712842,651970,4055677,4058327,3459400,4375190.3,5248203.36,6298833.02,6177942.0,5051704.69,7888661.07,6481730.82,9468821.88,9513202.42,5851533.26,5872942.88,4000237.11,1683186.89,918227.0,1625665.67,1399564.64,1431454.82,6198862.96
Surinam,538885,857961,1044499,2354926,3408840,3712958.83,4326930.33,5366794.53,9725758.12,6734140.0,8933791.0,11606820.18,10146396.16,9889246.89,7952801.87,5765640.01,3364234.58,4736443.08,4976852.62,3504920.94,663567.07,3084256.21,2350029.53
Bielorrusia,526180,306430,665824,852862,2752131,4307237.28,4904449.23,9480340.68,6725872.44,4358623.29,5781814.5,6642485.68,7142129.46,9489682.43,9322398.93,5396301.02,20022235.27,71962416.91,51798963.13,20364401.55,87130174.17,143798842.48,63535325.18
Macedonia,374908,547859,296560,822981,1945321,1670038.23,2714964.22,2530836.56,3543614.44,3814754.49,3296438.58,5258762.52,4945674.42,4453129.35,5041014.17,6461751.73,5570321.75,6222300.4,6838829.98,4568798.3,6581826.34,7627469.08,6198796.64
República Democrática del Congo,285179,1684140,1975028,473490,16954708,12741978.53,35314366.74,27292179.95,45487429.45,20698866.53,29560857.38,38971139.63,40670638.07,22395797.82,19701387.12,11346530.64,11080630.23,15349130.91,12608327.11,13736000.95,16684893.75,7603285.34,33557819.41
Islandia,248131,197203,84179,234820,371353,810544.82,978666.19,1638460.38,2061048.54,2330648.86,1532234.63,2291726.81,29411498.87,2084400.67,1464488.54,1523153.8,1980604.91,2048995.03,4378065.35,2527293.32,2127806.71,2918110.03,2916904.15
Granada,190648,203240,239261,394256,589853,347831.12,507242.42,565094.23,732344.24,501069.49,499232.8,611030.31,420779.26,335881.16,335476.6,354780.76,305039.15,343444.3,96422.39,316841.5,209172.26,229283.84,272071.27
Togo,184380,541376,281328,1262474,2035760,4018349.95,9399956.92,7596204.38,4656952.12,2677256.11,2578863.45,3183701.92,4511051.89,1696525.0,492943.4,274398.22,220303.35,318031.98,20141605.19,344305.2,6826708.82,28738724.12,6572132.0
Malí,152250,96850,2500590,450935,1167347,1446929.8,4752334.43,1733438.98,2428867.35,2808097.75,1754108.88,13384053.33,3829199.11,4525975.48,3653360.75,1941241.17,876139.12,13005346.87,2101504.56,4914451.99,2017674.96,12388871.08,15988606.01
Bosnia y Herzegovina,150690,212224,396059,835894,4671425,12563798.6,3222659.42,5914706.77,10573871.96,7885365.98,5572674.43,10616712.12,4940444.86,4987116.61,3843542.35,4043810.04,3707021.93,2922987.34,8553876.13,8023686.05,3637333.49,10498662.23,22165411.83
Mauritania,145843,617570,1346714,291530,3682431,4115063.35,1832206.71,10417893.08,3386684.0,1180399.83,1295380.0,16806617.55,37624882.55,5726541.55,4021371.84,738077.22,6069739.84,5663795.34,26698781.42,8686396.85,380749.44,25903939.42,61325265.51
Eslovaquia,140091,170626,272886,722103,38581,272574.09,2604811.48,3839980.1,689334.24,1629672.67,1296311.16,3747045.57,2598956.22,1941733.74,3554910.55,4423335.78,23671314.63,29807775.19,24986222.9,34997844.26,16566307.96,14088658.65,9839785.32
Antigua y Barbuda,138012,120659,1387970,57791,172606,552112.08,404556.64,192473.24,351527.73,408042.06,450015.99,598713.42,587754.42,518041.88,548819.52,434439.69,271189.73,243298.09,188404.77,109273.2,239713.69,236500.84,326777.35
Santa Lucía,135975,29550,329437,1033494,1127919,39611504.18,557291.7,968653.88,707618.16,796532.11,1178845.87,912860.02,120479525.37,652856.67,724912.45,425703.15,719695.29,8546842.71,286287.45,227499.36,108754.38,307219.43,175236.57
Camboya,134834,827286,445910,178062,1237919,1816283.81,1736468.54,2986275.68,4167946.58,6568739.15,11135500.31,14627886.19,14076811.99,16306148.55,14710702.63,9920422.65,17125765.83,14824076.8,11235703.99,14332390.58,5759613.59,5124527.7,7046863.53
Guyana,106640,163650,651824,1476792,1210654,1588221.02,2245631.18,1977168.58,3997344.82,928102.32,618015.48,1787152.41,2946469.05,1042163.74,2409285.75,2209542.79,2661510.6,3635340.06,8975860.88,4351099.72,4284527.14,4809357.65,5331628.5
Croacia,73599,2582965,5169504,8232469,22106293,19216058.82,36717119.29,41448792.66,43842589.34,27503648.93,27613862.43,40906228.86,36852627.94,22612834.34,120772375.01,129676891.6,77661631.78,61900401.3,33545449.75,33409581.11,24265038.43,42800455.15,45698934.3
Sierra Leona,49250,383483,502639,1031001,3827400,3220716.3,8154421.37,6336951.88,7307102.07,4577166.05,1696982.07,3888732.35,2769920.41,3213486.19,6787051.55,1511368.3,1071357.34,452828.48,529647.54,549254.39,739655.07,2311614.9,374994.52
Nepal,42426,87378,96820,2399904,665495,117230.44,99923.26,26954.5,32807.92,165109.56,245788.98,5507077.59,162810.5,2205294.91,4360966.32,6833489.31,6591037.94,4479371.42,2943620.77,1993041.0,2972571.54,10876507.59,7379710.98
Myanmar,16469,19899,157,60692,108423,40036.0,120290.04,369257.51,226002.18,486929.86,442344.62,468242.03,841229.9,2605425.39,5195003.37,15670152.66,7515389.28,4897871.33,2618395.97,2026550.94,15913676.96,31609812.6,39958727.77
Uganda,1100,98730,181727,258733,1723551,744724.7,2322551.27,5884099.64,6054417.04,3222146.66,5600615.91,8439586.35,18930739.43,2800748.06,163935.98,2370690.27,9915140.8,35275376.75,14225692.56,38175025.29,30905549.9,57304789.65,42118337.29
